"year" "month" "date.excel" "frac.year" "co2" "co2.adj" "co2.fit" "co2.fit.adj" "co2.interpolated" "co2.interpolated.adj"
1995 2 34745 1995.126 361 360.31 360.86 360.17 361 360.31
1995 3 34773 1995.2027 361.64 360.18 361.78 360.33 361.64 360.18
1995 4 34804 1995.2877 363.45 360.84 363.11 360.5 363.45 360.84
1995 5 34834 1995.3699 363.79 360.65 363.81 360.66 363.79 360.65
1995 6 34865 1995.4548 363.26 360.87 363.22 360.82 363.26 360.87
1995 7 34895 1995.537 361.9 361.1 361.78 360.98 361.9 361.1
1995 8 34926 1995.6219 359.45 360.84 359.75 361.14 359.45 360.84
1995 9 34957 1995.7068 358.06 361.29 358.07 361.3 358.06 361.29
1995 10 34987 1995.789 357.76 361.14 358.07 361.46 357.76 361.14
1995 11 35018 1995.874 359.56 361.71 359.48 361.62 359.56 361.71
1995 12 35048 1995.9562 360.7 361.59 360.89 361.78 360.7 361.59
1996 1 35079 1996.041 362.05 362.03 361.95 361.94 362.05 362.03
1996 2 35110 1996.1257 363.24 362.55 362.77 362.08 363.24 362.55
1996 3 35139 1996.2049 364.02 362.53 363.7 362.21 364.02 362.53
1996 4 35170 1996.2896 364.72 362.07 364.98 362.34 364.72 362.07
1996 5 35200 1996.3716 365.41 362.26 365.6 362.45 365.41 362.26
1996 6 35231 1996.4563 364.97 362.59 364.94 362.56 364.97 362.59
1996 7 35261 1996.5383 363.65 362.88 363.43 362.66 363.65 362.88
1996 8 35292 1996.623 361.48 362.9 361.33 362.75 361.48 362.9
1996 9 35323 1996.7077 359.45 362.71 359.58 362.84 359.45 362.71
1996 10 35353 1996.7896 359.6 363 359.52 362.91 359.6 363
1996 11 35384 1996.8743 360.76 362.9 360.84 362.99 360.76 362.9
1996 12 35414 1996.9563 362.33 363.22 362.17 363.06 362.33 363.22
1997 1 35445 1997.0411 363.18 363.17 363.16 363.14 363.18 363.17
1997 2 35476 1997.126 364 363.3 363.92 363.23 364 363.3
1997 3 35504 1997.2027 364.56 363.1 364.78 363.31 364.56 363.1
1997 4 35535 1997.2877 366.36 363.73 366.04 363.41 366.36 363.73
1997 5 35565 1997.3699 366.8 363.63 366.69 363.52 366.8 363.63
1997 6 35596 1997.4548 365.63 363.21 366.06 363.65 365.63 363.21
1997 7 35626 1997.537 364.47 363.66 364.6 363.8 364.47 363.66
1997 8 35657 1997.6219 362.5 363.9 362.58 363.97 362.5 363.9
1997 9 35688 1997.7068 360.19 363.45 360.92 364.17 360.19 363.45
1997 10 35718 1997.789 360.77 364.18 360.99 364.39 360.77 364.18
1997 11 35749 1997.874 362.43 364.59 362.48 364.64 362.43 364.59
1997 12 35779 1997.9562 364.28 365.17 364 364.9 364.28 365.17
1998 1 35810 1998.0411 365.33 365.31 365.19 365.17 365.33 365.31
1998 2 35841 1998.126 366.15 365.45 366.15 365.45 366.15 365.45
1998 3 35869 1998.2027 367.31 365.84 367.17 365.7 367.31 365.84
1998 4 35900 1998.2877 368.61 365.98 368.61 365.98 368.61 365.98
1998 5 35930 1998.3699 369.3 366.12 369.42 366.24 369.3 366.12
1998 6 35961 1998.4548 368.87 366.46 368.92 366.51 368.87 366.46
1998 7 35991 1998.537 367.64 366.83 367.56 366.75 367.64 366.83
1998 8 36022 1998.6219 365.78 367.18 365.59 366.99 365.78 367.18
1998 9 36053 1998.7068 363.9 367.17 363.94 367.21 363.9 367.17
1998 10 36083 1998.789 364.23 367.65 363.99 367.4 364.23 367.65
1998 11 36114 1998.874 365.46 367.62 365.41 367.58 365.46 367.62
1998 12 36144 1998.9562 366.97 367.87 366.83 367.73 366.97 367.87
1999 1 36175 1999.0411 368.15 368.13 367.88 367.86 368.15 368.13
1999 2 36206 1999.126 368.87 368.17 368.67 367.97 368.87 368.17
1999 3 36234 1999.2027 369.59 368.11 369.53 368.05 369.59 368.11
1999 4 36265 1999.2877 371.14 368.49 370.78 368.13 371.14 368.49
1999 5 36295 1999.3699 371 367.81 371.38 368.19 371 367.81
1999 6 36326 1999.4548 370.35 367.92 370.68 368.26 370.35 367.92
1999 7 36356 1999.537 369.27 368.46 369.13 368.32 369.27 368.46
1999 8 36387 1999.6219 366.93 368.33 366.99 368.39 366.93 368.33
1999 9 36418 1999.7068 364.64 367.91 365.19 368.47 364.64 367.91
1999 10 36448 1999.789 365.13 368.56 365.12 368.55 365.13 368.56
1999 11 36479 1999.874 366.67 368.85 366.46 368.63 366.67 368.85
1999 12 36509 1999.9562 368.01 368.91 367.82 368.72 368.01 368.91
2000 1 36540 2000.041 369.14 369.12 368.83 368.81 369.14 369.12
2000 2 36571 2000.1257 369.46 368.76 369.6 368.9 369.46 368.76
2000 3 36600 2000.2049 370.51 369.01 370.5 369 370.51 369.01
2000 4 36631 2000.2896 371.66 368.98 371.78 369.11 371.66 368.98
2000 5 36661 2000.3716 371.82 368.63 372.41 369.22 371.82 368.63
2000 6 36692 2000.4563 371.7 369.28 371.76 369.35 371.7 369.28
2000 7 36722 2000.5383 370.12 369.34 370.27 369.49 370.12 369.34
2000 8 36753 2000.623 368.12 369.56 368.2 369.64 368.12 369.56
2000 9 36784 2000.7077 366.62 369.92 366.49 369.79 366.62 369.92
2000 10 36814 2000.7896 366.73 370.16 366.5 369.93 366.73 370.16
2000 11 36845 2000.8743 368.29 370.46 367.9 370.08 368.29 370.46
2000 12 36875 2000.9563 369.53 370.43 369.3 370.21 369.53 370.43
2001 1 36906 2001.0411 370.28 370.26 370.35 370.33 370.28 370.26
2001 2 36937 2001.126 371.5 370.79 371.16 370.45 371.5 370.79
2001 3 36965 2001.2027 372.12 370.64 372.04 370.56 372.12 370.64
2001 4 36996 2001.2877 372.87 370.2 373.33 370.67 372.87 370.2
2001 5 37026 2001.3699 374.02 370.81 373.99 370.79 374.02 370.81
2001 6 37057 2001.4548 373.31 370.86 373.35 370.91 373.31 370.86
2001 7 37087 2001.537 371.62 370.8 371.86 371.04 371.62 370.8
2001 8 37118 2001.6219 369.55 370.96 369.78 371.19 369.55 370.96
2001 9 37149 2001.7068 367.96 371.26 368.05 371.34 367.96 371.26
2001 10 37179 2001.789 368.1 371.54 368.05 371.5 368.1 371.54
2001 11 37210 2001.874 369.68 371.87 369.48 371.67 369.68 371.87
2001 12 37240 2001.9562 371.24 372.15 370.92 371.83 371.24 372.15
2002 1 37271 2002.0411 372.43 372.42 372.01 372 372.43 372.42
2002 2 37302 2002.126 373.08 372.38 372.87 372.17 373.08 372.38
2002 3 37330 2002.2027 373.52 372.03 373.81 372.32 373.52 372.03
2002 4 37361 2002.2877 374.86 372.19 375.18 372.51 374.86 372.19
2002 5 37391 2002.3699 375.55 372.33 375.91 372.7 375.55 372.33
2002 6 37422 2002.4548 375.4 372.95 375.36 372.91 375.4 372.95
2002 7 37452 2002.537 374.02 373.2 373.94 373.12 374.02 373.2
2002 8 37483 2002.6219 371.48 372.9 371.93 373.35 371.48 372.9
2002 9 37514 2002.7068 370.7 374.01 370.28 373.59 370.7 374.01
2002 10 37544 2002.789 370.25 373.71 370.36 373.82 370.25 373.71
2002 11 37575 2002.874 372.08 374.27 371.86 374.06 372.08 374.27
2002 12 37605 2002.9562 373.78 374.69 373.37 374.28 373.78 374.69
2003 1 37636 2003.0411 374.68 374.66 374.52 374.5 374.68 374.66
2003 2 37667 2003.126 375.62 374.91 375.43 374.72 375.62 374.91
2003 3 37695 2003.2027 376.11 374.62 376.41 374.91 376.11 374.62
2003 4 37726 2003.2877 377.65 374.97 377.8 375.12 377.65 374.97
2003 5 37756 2003.3699 378.35 375.13 378.55 375.32 378.35 375.13
2003 6 37787 2003.4548 378.13 375.67 377.99 375.53 378.13 375.67
2003 7 37817 2003.537 376.61 375.79 376.54 375.72 376.61 375.79
2003 8 37848 2003.6219 374.48 375.91 374.49 375.92 374.48 375.91
2003 9 37879 2003.7068 372.98 376.3 372.78 376.1 372.98 376.3
2003 10 37909 2003.789 373 376.47 372.8 376.27 373 376.47
2003 11 37940 2003.874 374.34 376.54 374.23 376.43 374.34 376.54
2003 12 37970 2003.9562 375.69 376.6 375.66 376.57 375.69 376.6
2004 1 38001 2004.041 376.79 376.77 376.73 376.71 376.79 376.77
2004 2 38032 2004.1257 377.36 376.65 377.55 376.84 377.36 376.65
2004 3 38061 2004.2049 378.4 376.87 378.48 376.96 378.4 376.87
2004 4 38092 2004.2896 380.5 377.79 379.79 377.07 380.5 377.79
2004 5 38122 2004.3716 380.61 377.38 380.42 377.18 380.61 377.38
2004 6 38153 2004.4563 379.55 377.11 379.74 377.3 379.55 377.11
2004 7 38183 2004.5383 377.77 376.97 378.21 377.41 377.77 376.97
2004 8 38214 2004.623 375.84 377.29 376.09 377.55 375.84 377.29
2004 9 38245 2004.7077 374.05 377.39 374.36 377.7 374.05 377.39
2004 10 38275 2004.7896 374.22 377.7 374.39 377.87 374.22 377.7
2004 11 38306 2004.8743 375.84 378.04 375.85 378.06 375.84 378.04
2004 12 38336 2004.9563 377.45 378.36 377.33 378.25 377.45 378.36
2005 1 38367 2005.0411 378.34 378.32 378.47 378.46 378.34 378.32
2005 2 38398 2005.126 379.66 378.95 379.39 378.67 379.66 378.95
2005 3 38426 2005.2027 380.29 378.79 380.37 378.87 380.29 378.79
2005 4 38457 2005.2877 382.06 379.36 381.79 379.09 382.06 379.36
2005 5 38487 2005.3699 382.25 379 382.55 379.3 382.25 379
2005 6 38518 2005.4548 382.08 379.61 381.99 379.52 382.08 379.61
2005 7 38548 2005.537 380.65 379.83 380.56 379.73 380.65 379.83
2005 8 38579 2005.6219 378.67 380.11 378.52 379.95 378.67 380.11
2005 9 38610 2005.7068 376.43 379.77 376.82 380.16 376.43 379.77
2005 10 38640 2005.789 376.81 380.31 376.86 380.36 376.81 380.31
2005 11 38671 2005.874 378.31 380.53 378.34 380.56 378.31 380.53
2005 12 38701 2005.9562 379.96 380.88 379.82 380.74 379.96 380.88
2006 1 38732 2006.0411 381.37 381.35 380.94 380.92 381.37 381.35
2006 2 38763 2006.126 382.02 381.3 381.81 381.09 382.02 381.3
2006 3 38791 2006.2027 382.57 381.06 382.74 381.24 382.57 381.06
2006 4 38822 2006.2877 384.37 381.67 384.09 381.39 384.37 381.67
2006 5 38852 2006.3699 384.93 381.67 384.78 381.53 384.93 381.67
2006 6 38883 2006.4548 384.03 381.55 384.15 381.67 384.03 381.55
2006 7 38913 2006.537 382.28 381.46 382.64 381.81 382.28 381.46
2006 8 38944 2006.6219 380.51 381.94 380.52 381.96 380.51 381.94
2006 9 38975 2006.7068 378.82 382.17 378.76 382.1 378.82 382.17
2006 10 39005 2006.789 379.07 382.57 378.74 382.25 379.07 382.57
2006 11 39036 2006.874 380.16 382.38 380.18 382.4 380.16 382.38
2006 12 39066 2006.9562 381.62 382.54 381.62 382.54 381.62 382.54
2007 1 39097 2007.0411 382.49 382.47 382.71 382.69 382.49 382.47
2007 2 39128 2007.126 383.7 382.98 383.56 382.84 383.7 382.98
2007 3 39156 2007.2027 384.34 382.83 384.5 382.99 384.34 382.83
2007 4 39187 2007.2877 386.24 383.53 385.86 383.15 386.24 383.53
2007 5 39217 2007.3699 386.42 383.15 386.57 383.31 386.42 383.15
2007 6 39248 2007.4548 385.87 383.39 385.96 383.47 385.87 383.39
2007 7 39278 2007.537 384.43 383.6 384.46 383.63 384.43 383.6
2007 8 39309 2007.6219 381.84 383.28 382.36 383.8 381.84 383.28
2007 9 39340 2007.7068 380.87 384.23 380.61 383.97 380.87 384.23
2007 10 39370 2007.789 380.87 384.38 380.62 384.13 380.87 384.38
2007 11 39401 2007.874 382.36 384.58 382.06 384.29 382.36 384.58
2007 12 39431 2007.9562 383.61 384.54 383.51 384.44 383.61 384.54
2008 1 39462 2008.041 385.07 385.05 384.6 384.58 385.07 385.05
2008 2 39493 2008.1257 385.85 385.13 385.44 384.73 385.85 385.13
2008 3 39522 2008.2049 385.84 384.29 386.41 384.86 385.84 384.29
2008 4 39553 2008.2896 386.77 384.03 387.76 385.01 386.77 384.03
2008 5 39583 2008.3716 388.52 385.24 388.44 385.17 388.52 385.24
2008 6 39614 2008.4563 388.05 385.58 387.81 385.34 388.05 385.58
2008 7 39644 2008.5383 386.27 385.47 386.31 385.51 386.27 385.47
2008 8 39675 2008.623 384.08 385.56 384.21 385.68 384.08 385.56
2008 9 39706 2008.7077 383.09 386.47 382.47 385.85 383.09 386.47
2008 10 39736 2008.7896 382.78 386.3 382.49 386.01 382.78 386.3
2008 11 39767 2008.8743 384.02 386.25 383.94 386.17 384.02 386.25
2008 12 39797 2008.9563 385.12 386.04 385.39 386.31 385.12 386.04
2009 1 39828 2009.0411 386.66 386.64 386.49 386.47 386.66 386.64
2009 2 39859 2009.126 387.13 386.41 387.34 386.62 387.13 386.41
2009 3 39887 2009.2027 388.52 387 388.28 386.76 388.52 387
2009 4 39918 2009.2877 389.57 386.84 389.65 386.92 389.57 386.84
2009 5 39948 2009.3699 390.16 386.87 390.37 387.09 390.16 386.87
2009 6 39979 2009.4548 389.62 387.12 389.77 387.27 389.62 387.12
2009 7 40009 2009.537 388.07 387.24 388.29 387.45 388.07 387.24
2009 8 40040 2009.6219 386.09 387.54 386.21 387.65 386.09 387.54
2009 9 40071 2009.7068 384.66 388.04 384.49 387.87 384.66 388.04
2009 10 40101 2009.789 384.34 387.87 384.55 388.08 384.34 387.87
2009 11 40132 2009.874 386.05 388.29 386.07 388.31 386.05 388.29
2009 12 40162 2009.9562 387.49 388.42 387.6 388.53 387.49 388.42
2010 1 40193 2010.0411 388.55 388.54 388.78 388.76 388.55 388.54
2010 2 40224 2010.126 390.06 389.34 389.71 388.99 390.06 389.34
2010 3 40252 2010.2027 391.02 389.5 390.71 389.19 391.02 389.5
2010 4 40283 2010.2877 392.39 389.65 392.13 389.39 392.39 389.65
2010 5 40313 2010.3699 393.23 389.93 392.88 389.58 393.23 389.93
2010 6 40344 2010.4548 392.24 389.73 392.28 389.77 392.24 389.73
2010 7 40374 2010.537 390.33 389.49 390.78 389.94 390.33 389.49
2010 8 40405 2010.6219 388.52 389.97 388.66 390.11 388.52 389.97
2010 9 40436 2010.7068 386.85 390.23 386.89 390.28 386.85 390.23
2010 10 40466 2010.789 387.17 390.72 386.89 390.43 387.17 390.72
2010 11 40497 2010.874 388.67 390.91 388.33 390.58 388.67 390.91
2010 12 40527 2010.9562 389.81 390.74 389.78 390.72 389.81 390.74
2011 1 40558 2011.0411 391.3 391.28 390.86 390.85 391.3 391.28
2011 2 40589 2011.126 391.93 391.2 391.7 390.97 391.93 391.2
2011 3 40617 2011.2027 392.45 390.92 392.61 391.08 392.45 390.92
2011 4 40648 2011.2877 393.37 390.63 393.96 391.21 393.37 390.63
2011 5 40678 2011.3699 394.29 390.98 394.66 391.35 394.29 390.98
2011 6 40709 2011.4548 393.69 391.18 394.03 391.51 393.69 391.18
2011 7 40739 2011.537 392.59 391.75 392.52 391.68 392.59 391.75
2011 8 40770 2011.6219 390.21 391.67 390.4 391.85 390.21 391.67
2011 9 40801 2011.7068 389 392.4 388.64 392.04 389 392.4
2011 10 40831 2011.789 388.93 392.49 388.66 392.22 388.93 392.49
2011 11 40862 2011.874 390.25 392.5 390.15 392.4 390.25 392.5
2011 12 40892 2011.9562 391.8 392.74 391.65 392.58 391.8 392.74
2012 1 40923 2012.041 393.07 393.05 392.78 392.77 393.07 393.05
2012 2 40954 2012.1257 393.34 392.62 393.68 392.95 393.34 392.62
2012 3 40983 2012.2049 394.36 392.8 394.7 393.13 394.36 392.8
2012 4 41014 2012.2896 396.44 393.66 396.11 393.33 396.44 393.66
2012 5 41044 2012.3716 396.87 393.56 396.85 393.53 396.87 393.56
2012 6 41075 2012.4563 395.88 393.37 396.25 393.75 395.88 393.37
2012 7 41105 2012.5383 394.52 393.71 394.79 393.97 394.52 393.71
2012 8 41136 2012.623 392.54 394.03 392.72 394.21 392.54 394.03
2012 9 41167 2012.7077 391.14 394.56 391.04 394.46 391.14 394.56
2012 10 41197 2012.7896 391.02 394.59 391.14 394.7 391.02 394.59
2012 11 41228 2012.8743 392.99 395.25 392.69 394.94 392.99 395.25
2012 12 41258 2012.9563 394.39 395.33 394.23 395.17 394.39 395.33
2013 1 41289 2013.0411 395.66 395.64 395.42 395.4 395.66 395.64
2013 2 41320 2013.126 396.89 396.16 396.35 395.62 396.89 396.16
2013 3 41348 2013.2027 397.27 395.73 397.34 395.8 397.27 395.73
2013 4 41379 2013.2877 398.36 395.59 398.76 396 398.36 395.59
2013 5 41409 2013.3699 399.9 396.57 399.52 396.19 399.9 396.57
2013 6 41440 2013.4548 398.78 396.25 398.91 396.38 398.78 396.25
2013 7 41470 2013.537 397.28 396.43 397.41 396.56 397.28 396.43
2013 8 41501 2013.6219 395.32 396.79 395.28 396.75 395.32 396.79
2013 9 41532 2013.7068 393.31 396.73 393.52 396.94 393.31 396.73
2013 10 41562 2013.789 393.61 397.18 393.54 397.12 393.61 397.18
2013 11 41593 2013.874 395.1 397.37 395.04 397.3 395.1 397.37
2013 12 41623 2013.9562 396.73 397.67 396.54 397.48 396.73 397.67
2014 1 41654 2014.0411 397.83 397.81 397.68 397.66 397.83 397.81
2014 2 41685 2014.126 398.01 397.28 398.58 397.85 398.01 397.28
2014 3 41713 2014.2027 399.47 397.92 399.56 398.01 399.47 397.92
2014 4 41744 2014.2877 401.33 398.56 400.96 398.19 401.33 398.56
2014 5 41774 2014.3699 401.88 398.55 401.7 398.37 401.88 398.55
2014 6 41805 2014.4548 401.3 398.76 401.08 398.54 401.3 398.76
2014 7 41835 2014.537 399.09 398.24 399.56 398.71 399.09 398.24
2014 8 41866 2014.6219 397.22 398.69 397.41 398.88 397.22 398.69
2014 9 41897 2014.7068 395.41 398.84 395.63 399.06 395.41 398.84
2014 10 41927 2014.789 395.65 399.24 395.63 399.22 395.65 399.24
2014 11 41958 2014.874 397.22 399.5 397.11 399.39 397.22 399.5
2014 12 41988 2014.9562 398.79 399.73 398.59 399.54 398.79 399.73
2015 1 42019 2015.0411 399.86 399.84 399.7 399.68 399.86 399.84
2015 2 42050 2015.126 400.31 399.58 400.55 399.82 400.31 399.58
2015 3 42078 2015.2027 401.52 399.97 401.47 399.93 401.52 399.97
2015 4 42109 2015.2877 403.43 400.65 402.81 400.03 403.43 400.65
2015 5 42139 2015.3699 403.7 400.36 403.47 400.13 403.7 400.36
2015 6 42170 2015.4548 402.45 399.9 402.76 400.21 402.45 399.9
2015 7 42200 2015.537 401.13 400.28 401.14 400.29 401.13 400.28
2015 8 42231 2015.6219 398.6 400.08 398.89 400.37 398.6 400.08
2015 9 42262 2015.7068 NA NA NA NA NA NA
2015 10 42292 2015.789 NA NA NA NA NA NA
2015 11 42323 2015.874 NA NA NA NA NA NA
2015 12 42353 2015.9562 NA NA NA NA NA NA
