"year" "month" "date.excel" "frac.year" "co2" "co2.adj" "co2.fit" "co2.fit.adj" "co2.interpolated" "co2.interpolated.adj"
1961 2 22327 1961.126 317.7 317.09 317.87 317.26 317.7 317.09
1961 3 22355 1961.2027 318.54 317.24 318.62 317.32 318.54 317.24
1961 4 22386 1961.2877 319.48 317.15 319.74 317.41 319.48 317.15
1961 5 22416 1961.3699 320.58 317.77 320.3 317.5 320.58 317.77
1961 6 22447 1961.4548 319.77 317.63 319.73 317.59 319.77 317.63
1961 7 22477 1961.537 318.57 317.85 318.4 317.68 318.57 317.85
1961 8 22508 1961.6219 316.79 318.03 316.53 317.77 316.79 318.03
1961 9 22539 1961.7068 314.81 317.7 314.96 317.85 314.81 317.7
1961 10 22569 1961.789 315.38 318.4 314.9 317.93 315.38 318.4
1961 11 22600 1961.874 316.1 318.02 316.08 318 316.1 318.02
1961 12 22630 1961.9562 317.01 317.81 317.27 318.07 317.01 317.81
1962 1 22661 1962.0411 317.94 317.93 318.15 318.13 317.94 317.93
1962 2 22692 1962.126 318.55 317.93 318.82 318.2 318.55 317.93
1962 3 22720 1962.2027 319.68 318.38 319.56 318.26 319.68 318.38
1962 4 22751 1962.2877 320.63 318.29 320.67 318.33 320.63 318.29
1962 5 22781 1962.3699 321.01 318.2 321.21 318.39 321.01 318.2
1962 6 22812 1962.4548 320.55 318.4 320.61 318.45 320.55 318.4
1962 7 22842 1962.537 319.57 318.85 319.24 318.51 319.57 318.85
1962 8 22873 1962.6219 317.4 318.64 317.32 318.56 317.4 318.64
1962 9 22904 1962.7068 316.25 319.16 315.7 318.61 316.25 319.16
1962 10 22934 1962.789 315.42 318.46 315.61 318.64 315.42 318.46
1962 11 22965 1962.874 316.69 318.61 316.76 318.68 316.69 318.61
1962 12 22995 1962.9562 317.7 318.5 317.92 318.72 317.7 318.5
1963 1 23026 1963.0411 318.74 318.73 318.78 318.76 318.74 318.73
1963 2 23057 1963.126 319.07 318.45 319.43 318.81 319.07 318.45
1963 3 23085 1963.2027 319.86 318.55 320.16 318.85 319.86 318.55
1963 4 23116 1963.2877 321.39 319.04 321.26 318.91 321.39 319.04
1963 5 23146 1963.3699 322.25 319.42 321.79 318.96 322.25 319.42
1963 6 23177 1963.4548 321.48 319.32 321.17 319.01 321.48 319.32
1963 7 23207 1963.537 319.74 319.01 319.78 319.06 319.74 319.01
1963 8 23238 1963.6219 317.77 319.01 317.85 319.1 317.77 319.01
1963 9 23269 1963.7068 316.21 319.13 316.23 319.14 316.21 319.13
1963 10 23299 1963.789 315.99 319.03 316.14 319.18 315.99 319.03
1963 11 23330 1963.874 317.12 319.06 317.3 319.23 317.12 319.06
1963 12 23360 1963.9562 318.31 319.11 318.47 319.28 318.31 319.11
1964 1 23391 1964.041 319.57 319.56 319.34 319.33 319.57 319.56
1964 2 23422 1964.1257 NA NA 319.99 319.37 319.99 319.37
1964 3 23451 1964.2049 NA NA 320.75 319.42 320.75 319.42
1964 4 23482 1964.2896 NA NA 321.84 319.46 321.84 319.46
1964 5 23512 1964.3716 322.25 319.42 322.34 319.5 322.25 319.42
1964 6 23543 1964.4563 321.89 319.75 321.68 319.54 321.89 319.75
1964 7 23573 1964.5383 320.44 319.73 320.27 319.57 320.44 319.73
1964 8 23604 1964.623 318.7 319.97 318.32 319.59 318.7 319.97
1964 9 23635 1964.7077 316.7 319.64 316.68 319.61 316.7 319.64
1964 10 23665 1964.7896 316.79 319.85 316.57 319.63 316.79 319.85
1964 11 23696 1964.8743 317.79 319.72 317.71 319.64 317.79 319.72
1964 12 23726 1964.9563 318.71 319.51 318.85 319.66 318.71 319.51
1965 1 23757 1965.0411 319.44 319.43 319.7 319.68 319.44 319.43
1965 2 23788 1965.126 320.44 319.82 320.34 319.72 320.44 319.82
1965 3 23816 1965.2027 320.89 319.57 321.08 319.76 320.89 319.57
1965 4 23847 1965.2877 322.14 319.77 322.18 319.82 322.14 319.77
1965 5 23877 1965.3699 322.16 319.32 322.74 319.9 322.16 319.32
1965 6 23908 1965.4548 321.87 319.7 322.16 319.99 321.87 319.7
1965 7 23938 1965.537 321.39 320.66 320.82 320.09 321.39 320.66
1965 8 23969 1965.6219 318.8 320.06 318.95 320.2 318.8 320.06
1965 9 24000 1965.7068 317.82 320.75 317.39 320.32 317.82 320.75
1965 10 24030 1965.789 317.3 320.37 317.37 320.43 317.3 320.37
1965 11 24061 1965.874 318.86 320.81 318.61 320.55 318.86 320.81
1965 12 24091 1965.9562 319.42 320.23 319.86 320.67 319.42 320.23
1966 1 24122 1966.0411 320.62 320.61 320.81 320.79 320.62 320.61
1966 2 24153 1966.126 321.59 320.97 321.54 320.91 321.59 320.97
1966 3 24181 1966.2027 322.39 321.07 322.34 321.02 322.39 321.07
1966 4 24212 1966.2877 323.87 321.5 323.51 321.13 323.87 321.5
1966 5 24242 1966.3699 324.01 321.15 324.09 321.24 324.01 321.15
1966 6 24273 1966.4548 323.75 321.57 323.51 321.33 323.75 321.57
1966 7 24303 1966.537 322.39 321.65 322.15 321.42 322.39 321.65
1966 8 24334 1966.6219 320.36 321.62 320.24 321.49 320.36 321.62
1966 9 24365 1966.7068 318.64 321.58 318.62 321.56 318.64 321.58
1966 10 24395 1966.789 318.1 321.18 318.55 321.63 318.1 321.18
1966 11 24426 1966.874 319.78 321.73 319.74 321.69 319.78 321.73
1966 12 24456 1966.9562 321.08 321.89 320.94 321.75 321.08 321.89
1967 1 24487 1967.0411 322.06 322.05 321.82 321.81 322.06 322.05
1967 2 24518 1967.126 322.5 321.87 322.49 321.86 322.5 321.87
1967 3 24546 1967.2027 323.04 321.71 323.23 321.91 323.04 321.71
1967 4 24577 1967.2877 324.42 322.04 324.34 321.96 324.42 322.04
1967 5 24607 1967.3699 325 322.13 324.88 322.01 325 322.13
1967 6 24638 1967.4548 324.09 321.9 324.26 322.07 324.09 321.9
1967 7 24668 1967.537 322.55 321.81 322.87 322.13 322.55 321.81
1967 8 24699 1967.6219 320.92 322.18 320.94 322.2 320.92 322.18
1967 9 24730 1967.7068 319.31 322.27 319.32 322.27 319.31 322.27
1967 10 24760 1967.789 319.31 322.4 319.26 322.35 319.31 322.4
1967 11 24791 1967.874 320.72 322.68 320.47 322.42 320.72 322.68
1967 12 24821 1967.9562 321.96 322.77 321.68 322.5 321.96 322.77
1968 1 24852 1968.041 322.57 322.56 322.59 322.57 322.57 322.56
1968 2 24883 1968.1257 323.15 322.52 323.28 322.65 323.15 322.52
1968 3 24912 1968.2049 323.89 322.53 324.09 322.73 323.89 322.53
1968 4 24943 1968.2896 325.02 322.61 325.23 322.82 325.02 322.61
1968 5 24973 1968.3716 325.57 322.69 325.79 322.92 325.57 322.69
1968 6 25004 1968.4563 325.36 323.18 325.2 323.03 325.36 323.18
1968 7 25034 1968.5383 324.14 323.42 323.85 323.13 324.14 323.42
1968 8 25065 1968.623 322.03 323.32 321.96 323.25 322.03 323.32
1968 9 25096 1968.7077 320.41 323.39 320.39 323.37 320.41 323.39
1968 10 25126 1968.7896 320.25 323.34 320.39 323.48 320.25 323.34
1968 11 25157 1968.8743 321.31 323.27 321.65 323.61 321.31 323.27
1968 12 25187 1968.9563 322.84 323.66 322.93 323.74 322.84 323.66
1969 1 25218 1969.0411 324 323.99 323.9 323.89 324 323.99
1969 2 25249 1969.126 324.42 323.78 324.67 324.03 324.42 323.78
1969 3 25277 1969.2027 325.64 324.3 325.5 324.17 325.64 324.3
1969 4 25308 1969.2877 326.66 324.27 326.71 324.31 326.66 324.27
1969 5 25338 1969.3699 327.34 324.46 327.33 324.44 327.34 324.46
1969 6 25369 1969.4548 326.76 324.56 326.78 324.58 326.76 324.56
1969 7 25399 1969.537 325.88 325.14 325.44 324.7 325.88 325.14
1969 8 25430 1969.6219 323.66 324.93 323.54 324.81 323.66 324.93
1969 9 25461 1969.7068 322.38 325.35 321.94 324.91 322.38 325.35
1969 10 25491 1969.789 321.78 324.89 321.89 325 321.78 324.89
1969 11 25522 1969.874 322.85 324.82 323.11 325.08 322.85 324.82
1969 12 25552 1969.9562 324.12 324.94 324.34 325.16 324.12 324.94
1970 1 25583 1970.0411 325.03 325.02 325.26 325.24 325.03 325.02
1970 2 25614 1970.126 325.99 325.35 325.96 325.32 325.99 325.35
1970 3 25642 1970.2027 326.87 325.53 326.74 325.4 326.87 325.53
1970 4 25673 1970.2877 328.14 325.73 327.88 325.48 328.14 325.73
1970 5 25703 1970.3699 328.07 325.18 328.45 325.55 328.07 325.18
1970 6 25734 1970.4548 327.67 325.45 327.84 325.63 327.67 325.45
1970 7 25764 1970.537 326.34 325.6 326.45 325.71 326.34 325.6
1970 8 25795 1970.6219 324.69 325.96 324.5 325.78 324.69 325.96
1970 9 25826 1970.7068 323.1 326.08 322.86 325.84 323.1 326.08
1970 10 25856 1970.789 323.16 326.28 322.77 325.89 323.16 326.28
1970 11 25887 1970.874 323.98 325.96 323.96 325.94 323.98 325.96
1970 12 25917 1970.9562 325.13 325.95 325.15 325.98 325.13 325.95
1971 1 25948 1971.0411 326.17 326.16 326.03 326.01 326.17 326.16
1971 2 25979 1971.126 326.68 326.04 326.69 326.05 326.68 326.04
1971 3 26007 1971.2027 327.17 325.83 327.43 326.09 327.17 325.83
1971 4 26038 1971.2877 327.79 325.37 328.55 326.14 327.79 325.37
1971 5 26068 1971.3699 328.92 326.02 329.1 326.19 328.92 326.02
1971 6 26099 1971.4548 328.57 326.35 328.48 326.26 328.57 326.35
1971 7 26129 1971.537 327.34 326.59 327.08 326.33 327.34 326.59
1971 8 26160 1971.6219 325.46 326.74 325.13 326.41 325.46 326.74
1971 9 26191 1971.7068 323.36 326.35 323.48 326.48 323.36 326.35
1971 10 26221 1971.789 323.57 326.7 323.42 326.55 323.57 326.7
1971 11 26252 1971.874 324.8 326.78 324.64 326.63 324.8 326.78
1971 12 26282 1971.9562 326.02 326.84 325.88 326.7 326.02 326.84
1972 1 26313 1972.041 326.77 326.76 326.8 326.78 326.77 326.76
1972 2 26344 1972.1257 327.63 326.99 327.51 326.87 327.63 326.99
1972 3 26373 1972.2049 327.75 326.38 328.34 326.97 327.75 326.38
1972 4 26404 1972.2896 329.73 327.28 329.53 327.09 329.73 327.28
1972 5 26434 1972.3716 330.07 327.16 330.13 327.21 330.07 327.16
1972 6 26465 1972.4563 329.09 326.88 329.57 327.36 329.09 326.88
1972 7 26495 1972.5383 328.05 327.32 328.25 327.52 328.05 327.32
1972 8 26526 1972.623 326.32 327.63 326.4 327.7 326.32 327.63
1972 9 26557 1972.7077 324.93 327.95 324.88 327.9 324.93 327.95
1972 10 26587 1972.7896 325.06 328.2 324.96 328.09 325.06 328.2
1972 11 26618 1972.8743 326.5 328.49 326.32 328.3 326.5 328.49
1972 12 26648 1972.9563 327.55 328.38 327.68 328.51 327.55 328.38
1973 1 26679 1973.0411 328.55 328.53 328.73 328.72 328.55 328.53
1973 2 26710 1973.126 329.56 328.92 329.57 328.93 329.56 328.92
1973 3 26738 1973.2027 330.3 328.95 330.47 329.12 330.3 328.95
1973 4 26769 1973.2877 331.5 329.07 331.74 329.32 331.5 329.07
1973 5 26799 1973.3699 332.48 329.55 332.42 329.49 332.48 329.55
1973 6 26830 1973.4548 332.07 329.84 331.89 329.66 332.07 329.84
1973 7 26860 1973.537 330.87 330.12 330.55 329.79 330.87 330.12
1973 8 26891 1973.6219 329.31 330.6 328.62 329.9 329.31 330.6
1973 9 26922 1973.7068 327.51 330.53 326.97 329.98 327.51 330.53
1973 10 26952 1973.789 327.18 330.34 326.88 330.03 327.18 330.34
1973 11 26983 1973.874 328.16 330.16 328.06 330.06 328.16 330.16
1973 12 27013 1973.9562 328.64 329.47 329.24 330.07 328.64 329.47
1974 1 27044 1974.0411 329.35 329.34 330.11 330.09 329.35 329.34
1974 2 27075 1974.126 330.71 330.06 330.76 330.11 330.71 330.06
1974 3 27103 1974.2027 331.48 330.12 331.5 330.14 331.48 330.12
1974 4 27134 1974.2877 332.65 330.21 332.61 330.17 332.65 330.21
1974 5 27164 1974.3699 333.09 330.15 333.15 330.21 333.09 330.15
1974 6 27195 1974.4548 332.25 330.01 332.5 330.26 332.25 330.01
1974 7 27225 1974.537 331.18 330.42 331.06 330.3 331.18 330.42
1974 8 27256 1974.6219 329.4 330.69 329.06 330.36 329.4 330.69
1974 9 27287 1974.7068 327.43 330.46 327.38 330.41 327.43 330.46
1974 10 27317 1974.789 327.37 330.54 327.3 330.46 327.37 330.54
1974 11 27348 1974.874 328.46 330.46 328.51 330.52 328.46 330.46
1974 12 27378 1974.9562 329.57 330.41 329.75 330.58 329.57 330.41
1975 1 27409 1975.0411 330.4 330.38 330.67 330.65 330.4 330.38
1975 2 27440 1975.126 331.41 330.76 331.38 330.73 331.41 330.76
1975 3 27468 1975.2027 332.04 330.68 332.18 330.82 332.04 330.68
1975 4 27499 1975.2877 333.31 330.86 333.36 330.91 333.31 330.86
1975 5 27529 1975.3699 333.97 331.02 333.95 331.01 333.97 331.02
1975 6 27560 1975.4548 333.6 331.35 333.36 331.11 333.6 331.35
1975 7 27590 1975.537 331.91 331.15 331.96 331.2 331.91 331.15
1975 8 27621 1975.6219 330.06 331.35 330.01 331.3 330.06 331.35
1975 9 27652 1975.7068 328.56 331.59 328.36 331.4 328.56 331.59
1975 10 27682 1975.789 328.34 331.51 328.31 331.48 328.34 331.51
1975 11 27713 1975.874 329.49 331.5 329.56 331.57 329.49 331.5
1975 12 27743 1975.9562 330.76 331.6 330.81 331.65 330.76 331.6
1976 1 27774 1976.041 331.75 331.73 331.74 331.73 331.75 331.73
1976 2 27805 1976.1257 332.56 331.92 332.45 331.81 332.56 331.92
1976 3 27834 1976.2049 333.5 332.1 333.27 331.88 333.5 332.1
1976 4 27865 1976.2896 334.58 332.11 334.43 331.96 334.58 332.11
1976 5 27895 1976.3716 334.87 331.92 334.98 332.03 334.87 331.92
1976 6 27926 1976.4563 334.34 332.1 334.34 332.11 334.34 332.1
1976 7 27956 1976.5383 333.05 332.32 332.92 332.19 333.05 332.32
1976 8 27987 1976.623 330.94 332.27 330.95 332.28 330.94 332.27
1976 9 28018 1976.7077 329.3 332.36 329.33 332.38 329.3 332.36
1976 10 28048 1976.7896 328.94 332.12 329.31 332.49 328.94 332.12
1976 11 28079 1976.8743 330.31 332.32 330.61 332.62 330.31 332.32
1976 12 28109 1976.9563 331.68 332.52 331.92 332.76 331.68 332.52
1977 1 28140 1977.0411 332.93 332.91 332.94 332.93 332.93 332.91
1977 2 28171 1977.126 333.42 332.77 333.75 333.1 333.42 332.77
1977 3 28199 1977.2027 334.7 333.33 334.64 333.27 334.7 333.33
1977 4 28230 1977.2877 336.07 333.61 335.92 333.46 336.07 333.61
1977 5 28260 1977.3699 336.75 333.78 336.6 333.64 336.75 333.78
1977 6 28291 1977.4548 336.27 334 336.09 333.82 336.27 334
1977 7 28321 1977.537 334.92 334.16 334.76 333.99 334.92 334.16
1977 8 28352 1977.6219 332.75 334.06 332.86 334.16 332.75 334.06
1977 9 28383 1977.7068 331.59 334.64 331.26 334.32 331.59 334.64
1977 10 28413 1977.789 331.16 334.35 331.27 334.46 331.16 334.35
1977 11 28444 1977.874 332.4 334.43 332.58 334.61 332.4 334.43
1977 12 28474 1977.9562 333.85 334.69 333.9 334.75 333.85 334.69
1978 1 28505 1978.0411 334.97 334.95 334.9 334.88 334.97 334.95
1978 2 28536 1978.126 335.38 334.73 335.67 335.02 335.38 334.73
1978 3 28564 1978.2027 336.64 335.27 336.51 335.13 336.64 335.27
1978 4 28595 1978.2877 337.76 335.29 337.73 335.26 337.76 335.29
1978 5 28625 1978.3699 338.01 335.04 338.35 335.38 338.01 335.04
1978 6 28656 1978.4548 337.89 335.62 337.77 335.49 337.89 335.62
1978 7 28686 1978.537 336.54 335.78 336.37 335.6 336.54 335.78
1978 8 28717 1978.6219 334.68 335.99 334.39 335.7 334.68 335.99
1978 9 28748 1978.7068 332.76 335.83 332.74 335.8 332.76 335.83
1978 10 28778 1978.789 332.55 335.75 332.69 335.89 332.55 335.75
1978 11 28809 1978.874 333.92 335.95 333.96 335.99 333.92 335.95
1978 12 28839 1978.9562 334.95 335.79 335.24 336.08 334.95 335.79
1979 1 28870 1979.0411 336.23 336.21 336.2 336.19 336.23 336.21
1979 2 28901 1979.126 336.76 336.1 336.96 336.3 336.76 336.1
1979 3 28929 1979.2027 337.96 336.58 337.79 336.41 337.96 336.58
1979 4 28960 1979.2877 338.89 336.41 339.01 336.54 338.89 336.41
1979 5 28990 1979.3699 339.47 336.49 339.65 336.66 339.47 336.49
1979 6 29021 1979.4548 339.29 337.01 339.08 336.8 339.29 337.01
1979 7 29051 1979.537 337.73 336.96 337.7 336.93 337.73 336.96
1979 8 29082 1979.6219 336.09 337.4 335.76 337.07 336.09 337.4
1979 9 29113 1979.7068 333.92 336.99 334.14 337.22 333.92 336.99
1979 10 29143 1979.789 333.86 337.08 334.15 337.36 333.86 337.08
1979 11 29174 1979.874 335.29 337.33 335.48 337.52 335.29 337.33
1979 12 29204 1979.9562 336.73 337.58 336.83 337.68 336.73 337.58
1980 1 29235 1980.041 338.01 338 337.87 337.85 338.01 338
1980 2 29266 1980.1257 338.36 337.7 338.68 338.02 338.36 337.7
1980 3 29295 1980.2049 340.08 338.66 339.59 338.18 340.08 338.66
1980 4 29326 1980.2896 340.77 338.26 340.85 338.34 340.77 338.26
1980 5 29356 1980.3716 341.46 338.47 341.48 338.49 341.46 338.47
1980 6 29387 1980.4563 341.17 338.91 340.9 338.64 341.17 338.91
1980 7 29417 1980.5383 339.56 338.82 339.52 338.77 339.56 338.82
1980 8 29448 1980.623 337.6 338.94 337.56 338.9 337.6 338.94
1980 9 29479 1980.7077 335.88 338.98 335.93 339.03 335.88 338.98
1980 10 29509 1980.7896 336.02 339.24 335.92 339.14 336.02 339.24
1980 11 29540 1980.8743 337.1 339.14 337.21 339.25 337.1 339.14
1980 12 29570 1980.9563 338.21 339.06 338.5 339.35 338.21 339.06
1981 1 29601 1981.0411 339.24 339.22 339.47 339.45 339.24 339.22
1981 2 29632 1981.126 340.48 339.82 340.21 339.55 340.48 339.82
1981 3 29660 1981.2027 341.38 339.99 341.03 339.64 341.38 339.99
1981 4 29691 1981.2877 342.51 340.01 342.22 339.73 342.51 340.01
1981 5 29721 1981.3699 342.91 339.91 342.81 339.81 342.91 339.91
1981 6 29752 1981.4548 342.25 339.95 342.18 339.89 342.25 339.95
1981 7 29782 1981.537 340.49 339.72 340.74 339.97 340.49 339.72
1981 8 29813 1981.6219 338.43 339.75 338.74 340.06 338.43 339.75
1981 9 29844 1981.7068 336.69 339.79 337.06 340.16 336.69 339.79
1981 10 29874 1981.789 336.86 340.09 337.03 340.26 336.86 340.09
1981 11 29905 1981.874 338.36 340.41 338.33 340.38 338.36 340.41
1981 12 29935 1981.9562 339.61 340.47 339.64 340.49 339.61 340.47
1982 1 29966 1982.0411 340.75 340.74 340.62 340.6 340.75 340.74
1982 2 29997 1982.126 341.61 340.95 341.37 340.71 341.61 340.95
1982 3 30025 1982.2027 342.7 341.31 342.2 340.8 342.7 341.31
1982 4 30056 1982.2877 343.57 341.06 343.39 340.89 343.57 341.06
1982 5 30086 1982.3699 344.14 341.12 343.98 340.97 344.14 341.12
1982 6 30117 1982.4548 343.35 341.05 343.35 341.05 343.35 341.05
1982 7 30147 1982.537 342.06 341.28 341.89 341.12 342.06 341.28
1982 8 30178 1982.6219 339.81 341.14 339.86 341.19 339.81 341.14
1982 9 30209 1982.7068 337.98 341.08 338.17 341.27 337.98 341.08
1982 10 30239 1982.789 337.86 341.11 338.12 341.37 337.86 341.11
1982 11 30270 1982.874 339.26 341.32 339.42 341.48 339.26 341.32
1982 12 30300 1982.9562 340.49 341.34 340.75 341.61 340.49 341.34
1983 1 30331 1983.0411 341.37 341.36 341.78 341.76 341.37 341.36
1983 2 30362 1983.126 342.52 341.86 342.6 341.94 342.52 341.86
1983 3 30390 1983.2027 343.1 341.7 343.51 342.11 343.1 341.7
1983 4 30421 1983.2877 344.94 342.43 344.82 342.31 344.94 342.43
1983 5 30451 1983.3699 345.76 342.73 345.52 342.5 345.76 342.73
1983 6 30482 1983.4548 345.32 343.01 345 342.69 345.32 343.01
1983 7 30512 1983.537 343.98 343.2 343.65 342.87 343.98 343.2
1983 8 30543 1983.6219 342.38 343.71 341.71 343.04 342.38 343.71
1983 9 30574 1983.7068 339.86 342.98 340.09 343.2 339.86 342.98
1983 10 30604 1983.789 339.99 343.25 340.09 343.35 339.99 343.25
1983 11 30635 1983.874 341.15 343.22 341.43 343.5 341.15 343.22
1983 12 30665 1983.9562 342.99 343.85 342.77 343.63 342.99 343.85
1984 1 30696 1984.041 343.7 343.68 343.78 343.77 343.7 343.68
1984 2 30727 1984.1257 344.5 343.84 344.56 343.9 344.5 343.84
1984 3 30756 1984.2049 345.28 343.85 345.45 344.02 345.28 343.85
1984 4 30787 1984.2896 347.07 344.53 346.69 344.15 347.07 344.53
1984 5 30817 1984.3716 347.43 344.4 347.3 344.27 347.43 344.4
1984 6 30848 1984.4563 346.79 344.5 346.68 344.39 346.79 344.5
1984 7 30878 1984.5383 345.39 344.64 345.25 344.5 345.39 344.64
1984 8 30909 1984.623 343.28 344.64 343.25 344.62 343.28 344.64
1984 9 30940 1984.7077 341.07 344.21 341.6 344.74 341.07 344.21
1984 10 30970 1984.7896 341.35 344.61 341.6 344.86 341.35 344.61
1984 11 31001 1984.8743 342.98 345.04 342.92 344.99 342.98 345.04
1984 12 31031 1984.9563 344.22 345.08 344.26 345.12 344.22 345.08
1985 1 31062 1985.0411 344.97 344.95 345.27 345.26 344.97 344.95
1985 2 31093 1985.126 345.99 345.33 346.06 345.39 345.99 345.33
1985 3 31121 1985.2027 347.43 346.02 346.92 345.51 347.43 346.02
1985 4 31152 1985.2877 348.35 345.82 348.16 345.63 348.35 345.82
1985 5 31182 1985.3699 348.93 345.88 348.78 345.74 348.93 345.88
1985 6 31213 1985.4548 348.25 345.93 348.17 345.84 348.25 345.93
1985 7 31243 1985.537 346.56 345.78 346.72 345.93 346.56 345.78
1985 8 31274 1985.6219 344.68 346.02 344.68 346.02 344.68 346.02
1985 9 31305 1985.7068 343.09 346.22 342.97 346.11 343.09 346.22
1985 10 31335 1985.789 342.8 346.08 342.91 346.19 342.8 346.08
1985 11 31366 1985.874 344.24 346.32 344.2 346.28 344.24 346.32
1985 12 31396 1985.9562 345.55 346.42 345.51 346.37 345.55 346.42
1986 1 31427 1986.0411 346.3 346.28 346.49 346.47 346.3 346.28
1986 2 31458 1986.126 346.95 346.28 347.25 346.58 346.95 346.28
1986 3 31486 1986.2027 347.85 346.44 348.1 346.69 347.85 346.44
1986 4 31517 1986.2877 349.55 347.02 349.35 346.81 349.55 347.02
1986 5 31547 1986.3699 350.21 347.16 349.99 346.94 350.21 347.16
1986 6 31578 1986.4548 349.55 347.22 349.4 347.06 349.55 347.22
1986 7 31608 1986.537 347.94 347.15 347.98 347.19 347.94 347.15
1986 8 31639 1986.6219 345.9 347.25 345.97 347.32 345.9 347.25
1986 9 31670 1986.7068 344.85 348 344.3 347.44 344.85 348
1986 10 31700 1986.789 344.17 347.46 344.28 347.57 344.17 347.46
1986 11 31731 1986.874 345.66 347.74 345.61 347.7 345.66 347.74
1986 12 31761 1986.9562 346.9 347.77 346.96 347.83 346.9 347.77
1987 1 31792 1987.0411 348.02 348.01 347.99 347.97 348.02 348.01
1987 2 31823 1987.126 348.47 347.8 348.8 348.13 348.47 347.8
1987 3 31851 1987.2027 349.42 348 349.7 348.28 349.42 348
1987 4 31882 1987.2877 350.99 348.44 351 348.46 350.99 348.44
1987 5 31912 1987.3699 351.84 348.78 351.71 348.65 351.84 348.78
1987 6 31943 1987.4548 351.26 348.92 351.19 348.85 351.26 348.92
1987 7 31973 1987.537 349.51 348.72 349.84 349.05 349.51 348.72
1987 8 32004 1987.6219 348.1 349.45 347.93 349.27 348.1 349.45
1987 9 32035 1987.7068 346.45 349.6 346.34 349.5 346.45 349.6
1987 10 32065 1987.789 346.36 349.66 346.42 349.72 346.36 349.66
1987 11 32096 1987.874 347.81 349.9 347.85 349.94 347.81 349.9
1987 12 32126 1987.9562 348.96 349.83 349.3 350.17 348.96 349.83
1988 1 32157 1988.041 350.43 350.42 350.41 350.4 350.43 350.42
1988 2 32188 1988.1257 351.73 351.06 351.29 350.62 351.73 351.06
1988 3 32217 1988.2049 352.22 350.77 352.27 350.82 352.22 350.77
1988 4 32248 1988.2896 353.59 351.02 353.6 351.03 353.59 351.02
1988 5 32278 1988.3716 354.22 351.15 354.29 351.22 354.22 351.15
1988 6 32309 1988.4563 353.79 351.47 353.73 351.41 353.79 351.47
1988 7 32339 1988.5383 352.38 351.62 352.34 351.58 352.38 351.62
1988 8 32370 1988.623 350.43 351.81 350.37 351.75 350.43 351.81
1988 9 32401 1988.7077 348.72 351.9 348.72 351.9 348.72 351.9
